pitch_type;game_date;release_speed;player_name;events;description;zone;p_throws;home_team;away_team
KC;12/08/2017;81.4;Aaron Judge;null;called_strike;4;L;NYY;BOS
KC;12/08/2017;80.5;Aaron Judge;null;ball;13;L;NYY;BOS
FF;12/08/2017;91.7;Aaron Judge;null;swinging_strike;5;L;NYY;BOS
KC;12/08/2017;84.5;Aaron Judge;strikeout;called_strike;7;L;NYY;BOS
FF;12/08/2017;95.7;Aaron Judge;null;foul;6;L;NYY;BOS
FF;12/08/2017;94.3;Aaron Judge;null;foul;11;L;NYY;BOS
KC;12/08/2017;82.3;Aaron Judge;null;ball;13;L;NYY;BOS
FF;12/08/2017;94.3;Aaron Judge;null;foul;5;L;NYY;BOS
FF;12/08/2017;94.9;Aaron Judge;null;ball;6;L;NYY;BOS
SL;11/08/2017;84.3;Aaron Judge;walk;ball;14;R;NYY;BOS
SL;11/08/2017;86.1;Aaron Judge;null;ball;14;R;NYY;BOS
FF;11/08/2017;92.5;Aaron Judge;null;ball;12;R;NYY;BOS
FF;11/08/2017;93.4;Aaron Judge;null;foul;8;R;NYY;BOS
FF;11/08/2017;92.9;Aaron Judge;null;ball;14;R;NYY;BOS
FF;11/08/2017;94.2;Aaron Judge;field_out;hit_into_play;9;L;NYY;BOS
FF;11/08/2017;94.4;Aaron Judge;null;foul;14;L;NYY;BOS
FC;11/08/2017;88.3;Aaron Judge;null;ball;13;L;NYY;BOS
FF;11/08/2017;93.2;Aaron Judge;strikeout;swinging_strike;11;L;NYY;BOS
FF;11/08/2017;94.2;Aaron Judge;null;foul;6;L;NYY;BOS
FC;11/08/2017;88.9;Aaron Judge;null;foul;13;L;NYY;BOS
FF;11/08/2017;93.3;Aaron Judge;null;ball;12;L;NYY;BOS
FF;11/08/2017;90.8;Aaron Judge;null;ball;13;L;NYY;BOS
FF;11/08/2017;93.5;Aaron Judge;null;foul;6;L;NYY;BOS
FC;11/08/2017;88.7;Aaron Judge;walk;ball;14;L;NYY;BOS
FF;11/08/2017;94.8;Aaron Judge;null;foul;14;L;NYY;BOS
FF;11/08/2017;94.0;Aaron Judge;null;called_strike;9;L;NYY;BOS
FF;11/08/2017;94.2;Aaron Judge;null;ball;13;L;NYY;BOS
FF;11/08/2017;90.0;Aaron Judge;null;ball;13;L;NYY;BOS
FF;11/08/2017;94.5;Aaron Judge;null;called_strike;8;L;NYY;BOS
FF;11/08/2017;94.6;Aaron Judge;null;ball;14;L;NYY;BOS
FC;10/08/2017;87.5;Aaron Judge;strikeout;called_strike;6;R;TOR;NYY
FC;10/08/2017;88.7;Aaron Judge;null;ball;14;R;TOR;NYY
SI;10/08/2017;94.3;Aaron Judge;null;ball;13;R;TOR;NYY
SI;10/08/2017;94.5;Aaron Judge;null;swinging_strike;13;R;TOR;NYY
SI;10/08/2017;96.2;Aaron Judge;null;called_strike;8;R;TOR;NYY
CH;10/08/2017;78.9;Aaron Judge;strikeout;called_strike;14;R;TOR;NYY
FF;10/08/2017;90.8;Aaron Judge;null;foul;1;R;TOR;NYY
FF;10/08/2017;89.6;Aaron Judge;null;called_strike;5;R;TOR;NYY
CU;10/08/2017;76.4;Aaron Judge;null;called_strike;14;R;TOR;NYY
FF;10/08/2017;90.4;Aaron Judge;null;ball;12;R;TOR;NYY
CH;10/08/2017;78.6;Aaron Judge;double;hit_into_play_no_out;2;R;TOR;NYY
CU;10/08/2017;76.5;Aaron Judge;null;called_strike;13;R;TOR;NYY
FF;10/08/2017;89.8;Aaron Judge;null;ball;14;R;TOR;NYY
FC;10/08/2017;86.7;Aaron Judge;null;ball;14;R;TOR;NYY
FF;10/08/2017;88.2;Aaron Judge;walk;ball;2;R;TOR;NYY
FF;10/08/2017;89.6;Aaron Judge;null;ball;11;R;TOR;NYY
CH;10/08/2017;77.4;Aaron Judge;null;ball;13;R;TOR;NYY
FF;10/08/2017;90.5;Aaron Judge;null;ball;14;R;TOR;NYY
CH;09/08/2017;87.5;Aaron Judge;strikeout;swinging_strike;8;R;TOR;NYY
FF;09/08/2017;94.3;Aaron Judge;null;called_strike;9;R;TOR;NYY
FF;09/08/2017;93.8;Aaron Judge;null;ball;14;R;TOR;NYY
CH;09/08/2017;86.7;Aaron Judge;null;swinging_strike;14;R;TOR;NYY
FF;09/08/2017;94.5;Aaron Judge;null;ball;14;R;TOR;NYY
CH;09/08/2017;88.5;Aaron Judge;null;ball;14;R;TOR;NYY
FF;09/08/2017;96.3;Aaron Judge;field_out;hit_into_play;6;R;TOR;NYY
FC;09/08/2017;89.8;Aaron Judge;null;ball;14;R;TOR;NYY
FF;09/08/2017;95.9;Aaron Judge;null;foul;14;R;TOR;NYY
FC;09/08/2017;89.0;Aaron Judge;null;swinging_strike;14;R;TOR;NYY
FC;09/08/2017;89.4;Aaron Judge;null;ball;14;R;TOR;NYY
FF;09/08/2017;95.0;Aaron Judge;null;called_strike;9;R;TOR;NYY
FF;09/08/2017;94.5;Aaron Judge;null;ball;14;R;TOR;NYY
SL;09/08/2017;83.4;Aaron Judge;walk;ball;11;R;TOR;NYY
FF;09/08/2017;90.8;Aaron Judge;null;foul;1;R;TOR;NYY
SL;09/08/2017;83.4;Aaron Judge;null;swinging_strike;14;R;TOR;NYY
SI;09/08/2017;88.9;Aaron Judge;null;ball;13;R;TOR;NYY
SI;09/08/2017;89.4;Aaron Judge;null;ball;13;R;TOR;NYY
SL;09/08/2017;84.1;Aaron Judge;null;swinging_strike;9;R;TOR;NYY
SL;09/08/2017;82.4;Aaron Judge;null;ball;14;R;TOR;NYY
CU;09/08/2017;79.0;Aaron Judge;field_out;hit_into_play;14;R;TOR;NYY
FF;09/08/2017;89.0;Aaron Judge;null;foul;12;R;TOR;NYY
SI;09/08/2017;88.7;Aaron Judge;null;swinging_strike;13;R;TOR;NYY
SI;09/08/2017;87.9;Aaron Judge;null;foul;13;R;TOR;NYY
FF;09/08/2017;88.4;Aaron Judge;null;ball;11;R;TOR;NYY
CU;09/08/2017;79.0;Aaron Judge;field_out;hit_into_play;9;R;TOR;NYY
FF;09/08/2017;90.7;Aaron Judge;null;ball;12;R;TOR;NYY
FF;09/08/2017;89.5;Aaron Judge;null;swinging_strike;1;R;TOR;NYY
SL;09/08/2017;83.9;Aaron Judge;null;called_strike;7;R;TOR;NYY
FF;08/08/2017;94.4;Aaron Judge;field_out;hit_into_play;6;R;TOR;NYY
FC;08/08/2017;87.9;Aaron Judge;strikeout;called_strike;14;R;TOR;NYY
SI;08/08/2017;94.4;Aaron Judge;null;foul;4;R;TOR;NYY
FF;08/08/2017;94.6;Aaron Judge;null;called_strike;6;R;TOR;NYY
FF;08/08/2017;94.6;Aaron Judge;strikeout;called_strike;6;L;TOR;NYY
FT;08/08/2017;91.9;Aaron Judge;null;foul;6;L;TOR;NYY
SL;08/08/2017;87.4;Aaron Judge;null;ball;13;L;TOR;NYY
SL;08/08/2017;85.8;Aaron Judge;null;called_strike;1;L;TOR;NYY
CU;08/08/2017;76.2;Aaron Judge;null;ball;14;L;TOR;NYY
FT;08/08/2017;90.2;Aaron Judge;null;swinging_strike;14;L;TOR;NYY
CU;08/08/2017;76.4;Aaron Judge;null;ball;14;L;TOR;NYY
CH;08/08/2017;85.2;Aaron Judge;walk;ball;14;L;TOR;NYY
CH;08/08/2017;84.9;Aaron Judge;null;ball;12;L;TOR;NYY
FF;08/08/2017;91.9;Aaron Judge;null;ball;12;L;TOR;NYY
SL;08/08/2017;87.0;Aaron Judge;null;ball;14;L;TOR;NYY
CH;08/08/2017;86.5;Aaron Judge;null;swinging_strike;14;L;TOR;NYY
FF;08/08/2017;93.8;Aaron Judge;walk;ball;12;L;TOR;NYY
FF;08/08/2017;92.6;Aaron Judge;null;foul;11;L;TOR;NYY
FT;08/08/2017;91.4;Aaron Judge;null;ball;14;L;TOR;NYY
FT;08/08/2017;90.1;Aaron Judge;null;swinging_strike;14;L;TOR;NYY
FF;08/08/2017;92.0;Aaron Judge;null;ball;14;L;TOR;NYY
FT;08/08/2017;89.8;Aaron Judge;null;ball;14;L;TOR;NYY
SI;06/08/2017;89.4;Aaron Judge;strikeout;swinging_strike;11;R;CLE;NYY
SL;06/08/2017;82.9;Aaron Judge;null;ball;14;R;CLE;NYY
SI;06/08/2017;90.1;Aaron Judge;null;swinging_strike;13;R;CLE;NYY
SI;06/08/2017;90.5;Aaron Judge;null;foul;11;R;CLE;NYY
FF;06/08/2017;94.4;Aaron Judge;home_run;hit_into_play_score;6;R;CLE;NYY
FF;06/08/2017;95.5;Aaron Judge;null;ball;14;R;CLE;NYY
SL;06/08/2017;83.9;Aaron Judge;null;swinging_strike;14;R;CLE;NYY
SL;06/08/2017;83.4;Aaron Judge;null;called_strike;9;R;CLE;NYY
CU;06/08/2017;87.8;Aaron Judge;null;ball;14;R;CLE;NYY
FF;06/08/2017;96.9;Aaron Judge;null;ball;14;R;CLE;NYY
SL;06/08/2017;85.4;Aaron Judge;strikeout;swinging_strike;14;R;CLE;NYY
FF;06/08/2017;93.5;Aaron Judge;null;foul;4;R;CLE;NYY
SL;06/08/2017;84.6;Aaron Judge;null;called_strike;4;R;CLE;NYY
SL;06/08/2017;86.6;Aaron Judge;strikeout;swinging_strike;9;R;CLE;NYY
FF;06/08/2017;96.0;Aaron Judge;null;ball;13;R;CLE;NYY
CU;06/08/2017;85.1;Aaron Judge;null;called_strike;5;R;CLE;NYY
SL;06/08/2017;85.5;Aaron Judge;null;ball;13;R;CLE;NYY
FF;06/08/2017;96.0;Aaron Judge;null;foul;1;R;CLE;NYY
FF;06/08/2017;94.2;Aaron Judge;null;ball;9;R;CLE;NYY
FT;05/08/2017;97.6;Aaron Judge;field_out;hit_into_play;4;R;CLE;NYY
FT;05/08/2017;97.0;Aaron Judge;null;foul;1;R;CLE;NYY
FF;05/08/2017;97.5;Aaron Judge;null;foul;11;R;CLE;NYY
SL;05/08/2017;88.8;Aaron Judge;strikeout;swinging_strike;14;R;CLE;NYY
FF;05/08/2017;98.3;Aaron Judge;null;ball;14;R;CLE;NYY
FF;05/08/2017;97.2;Aaron Judge;null;foul;4;R;CLE;NYY
FF;05/08/2017;96.6;Aaron Judge;null;foul_tip;3;R;CLE;NYY
FF;05/08/2017;96.0;Aaron Judge;null;called_strike;6;R;CLE;NYY
SL;05/08/2017;87.5;Aaron Judge;null;ball;14;R;CLE;NYY
SL;05/08/2017;86.7;Aaron Judge;null;ball;14;R;CLE;NYY
FF;05/08/2017;96.0;Aaron Judge;strikeout;called_strike;5;R;CLE;NYY
FF;05/08/2017;95.7;Aaron Judge;null;foul;11;R;CLE;NYY
CH;05/08/2017;88.1;Aaron Judge;null;blocked_ball;14;R;CLE;NYY
FF;05/08/2017;96.2;Aaron Judge;null;foul;3;R;CLE;NYY
CH;05/08/2017;88.1;Aaron Judge;single;hit_into_play_no_out;5;R;CLE;NYY
FF;05/08/2017;95.9;Aaron Judge;null;swinging_strike;11;R;CLE;NYY
SL;04/08/2017;81.1;Aaron Judge;strikeout;swinging_strike;3;R;CLE;NYY
FF;04/08/2017;89.6;Aaron Judge;null;ball;14;R;CLE;NYY
FF;04/08/2017;90.1;Aaron Judge;null;ball;3;R;CLE;NYY
SL;04/08/2017;79.9;Aaron Judge;null;called_strike;7;R;CLE;NYY
SL;04/08/2017;80.4;Aaron Judge;null;ball;14;R;CLE;NYY
SI;04/08/2017;88.9;Aaron Judge;null;foul;7;R;CLE;NYY
KC;04/08/2017;80.0;Aaron Judge;walk;ball;12;R;CLE;NYY
FF;04/08/2017;96.7;Aaron Judge;null;ball;14;R;CLE;NYY
KC;04/08/2017;80.1;Aaron Judge;null;ball;11;R;CLE;NYY
KC;04/08/2017;81.2;Aaron Judge;null;blocked_ball;13;R;CLE;NYY
KC;04/08/2017;81.3;Aaron Judge;null;swinging_strike;8;R;CLE;NYY
KC;04/08/2017;80.2;Aaron Judge;null;called_strike;7;R;CLE;NYY
FF;04/08/2017;95.5;Aaron Judge;walk;ball;14;R;CLE;NYY
KC;04/08/2017;78.3;Aaron Judge;null;ball;12;R;CLE;NYY
FF;04/08/2017;93.8;Aaron Judge;null;ball;11;R;CLE;NYY
KC;04/08/2017;78.4;Aaron Judge;null;called_strike;9;R;CLE;NYY
FF;04/08/2017;93.9;Aaron Judge;null;ball;11;R;CLE;NYY
FC;04/08/2017;85.5;Aaron Judge;single;hit_into_play_no_out;9;R;CLE;NYY
FF;04/08/2017;95.4;Aaron Judge;null;swinging_strike;6;R;CLE;NYY
FF;04/08/2017;95.1;Aaron Judge;null;ball;14;R;CLE;NYY
SL;02/08/2017;86.9;Aaron Judge;strikeout;swinging_strike;14;R;NYY;DET
SL;02/08/2017;87.7;Aaron Judge;null;swinging_strike;8;R;NYY;DET
FF;02/08/2017;96.3;Aaron Judge;null;called_strike;8;R;NYY;DET
FF;02/08/2017;98.5;Aaron Judge;null;ball;13;R;NYY;DET
SL;02/08/2017;85.6;Aaron Judge;null;ball;13;R;NYY;DET
SL;02/08/2017;86.2;Aaron Judge;null;ball;14;R;NYY;DET
FF;02/08/2017;91.9;Aaron Judge;single;hit_into_play_no_out;5;R;NYY;DET
SL;02/08/2017;87.4;Aaron Judge;null;swinging_strike;14;R;NYY;DET
CU;02/08/2017;81.5;Aaron Judge;null;swinging_strike;9;R;NYY;DET
SL;02/08/2017;88.0;Aaron Judge;strikeout;swinging_strike;14;R;NYY;DET
FF;02/08/2017;94.0;Aaron Judge;null;foul;3;R;NYY;DET
FF;02/08/2017;92.7;Aaron Judge;null;ball;14;R;NYY;DET
FF;02/08/2017;92.2;Aaron Judge;null;called_strike;7;R;NYY;DET
FF;02/08/2017;92.3;Aaron Judge;null;ball;11;R;NYY;DET
SL;02/08/2017;87.9;Aaron Judge;null;swinging_strike;9;R;NYY;DET
SL;02/08/2017;88.3;Aaron Judge;field_out;hit_into_play;9;R;NYY;DET
SL;02/08/2017;88.6;Aaron Judge;null;foul;14;R;NYY;DET
SL;02/08/2017;88.7;Aaron Judge;null;swinging_strike;14;R;NYY;DET
FF;02/08/2017;93.4;Aaron Judge;null;ball;14;R;NYY;DET
FF;02/08/2017;92.8;Aaron Judge;null;ball;13;R;NYY;DET
FT;02/08/2017;92.9;Aaron Judge;null;called_strike;9;R;NYY;DET
FF;01/08/2017;93.1;Aaron Judge;field_out;hit_into_play;2;R;NYY;DET
FT;01/08/2017;94.2;Aaron Judge;null;ball;14;R;NYY;DET
SL;01/08/2017;88.8;Aaron Judge;null;ball;14;R;NYY;DET
FS;01/08/2017;83.5;Aaron Judge;strikeout;swinging_strike;7;R;NYY;DET
FS;01/08/2017;78.5;Aaron Judge;null;ball;14;R;NYY;DET
SI;01/08/2017;91.2;Aaron Judge;null;ball;14;R;NYY;DET
SI;01/08/2017;92.5;Aaron Judge;null;ball;14;R;NYY;DET
SI;01/08/2017;90.2;Aaron Judge;null;foul_tip;13;R;NYY;DET
SI;01/08/2017;89.9;Aaron Judge;null;called_strike;9;R;NYY;DET
SI;01/08/2017;93.8;Aaron Judge;field_out;hit_into_play;6;R;NYY;DET
SI;01/08/2017;92.2;Aaron Judge;null;foul;1;R;NYY;DET
SI;01/08/2017;90.6;Aaron Judge;null;foul;13;R;NYY;DET
SL;01/08/2017;84.9;Aaron Judge;null;blocked_ball;14;R;NYY;DET
FF;01/08/2017;90.0;Aaron Judge;field_out;hit_into_play;12;R;NYY;DET
FS;01/08/2017;81.8;Aaron Judge;null;foul;8;R;NYY;DET
SL;01/08/2017;84.8;Aaron Judge;null;ball;14;R;NYY;DET
SI;01/08/2017;90.8;Aaron Judge;null;called_strike;9;R;NYY;DET
FT;31/07/2017;97.8;Aaron Judge;walk;ball;12;R;NYY;DET
FT;31/07/2017;96.7;Aaron Judge;null;foul;2;R;NYY;DET
FT;31/07/2017;96.3;Aaron Judge;null;ball;14;R;NYY;DET
FT;31/07/2017;96.3;Aaron Judge;null;ball;11;R;NYY;DET
FT;31/07/2017;96.3;Aaron Judge;null;ball;11;R;NYY;DET
CH;31/07/2017;87.0;Aaron Judge;home_run;hit_into_play_score;2;R;NYY;DET
FF;31/07/2017;96.3;Aaron Judge;null;ball;3;R;NYY;DET
SL;31/07/2017;88.2;Aaron Judge;null;ball;14;R;NYY;DET
SL;31/07/2017;89.0;Aaron Judge;walk;ball;14;R;NYY;DET
FT;31/07/2017;96.9;Aaron Judge;null;ball;14;R;NYY;DET
FT;31/07/2017;96.6;Aaron Judge;null;foul;2;R;NYY;DET
CH;31/07/2017;88.3;Aaron Judge;null;ball;14;R;NYY;DET
CH;31/07/2017;87.3;Aaron Judge;null;ball;14;R;NYY;DET
FT;31/07/2017;97.8;Aaron Judge;strikeout;called_strike;6;R;NYY;DET
SL;31/07/2017;89.9;Aaron Judge;null;swinging_strike;14;R;NYY;DET
CH;31/07/2017;88.1;Aaron Judge;null;ball;14;R;NYY;DET
CH;31/07/2017;89.7;Aaron Judge;null;foul;7;R;NYY;DET
FF;31/07/2017;97.8;Aaron Judge;null;ball;14;R;NYY;DET
FC;30/07/2017;91.3;Aaron Judge;field_out;hit_into_play;8;R;NYY;TB
FF;30/07/2017;96.1;Aaron Judge;null;called_strike;8;R;NYY;TB
SL;30/07/2017;78.9;Aaron Judge;strikeout;called_strike;14;R;NYY;TB
SL;30/07/2017;78.3;Aaron Judge;null;called_strike;7;R;NYY;TB
SL;30/07/2017;78.0;Aaron Judge;null;ball;13;R;NYY;TB
SL;30/07/2017;79.7;Aaron Judge;null;ball;14;R;NYY;TB
SL;30/07/2017;79.1;Aaron Judge;null;called_strike;8;R;NYY;TB
SL;30/07/2017;75.6;Aaron Judge;strikeout;foul_tip;14;R;NYY;TB
SL;30/07/2017;76.4;Aaron Judge;null;ball;14;R;NYY;TB
FF;30/07/2017;86.1;Aaron Judge;null;foul;5;R;NYY;TB
SL;30/07/2017;76.3;Aaron Judge;null;swinging_strike;14;R;NYY;TB
SL;30/07/2017;75.6;Aaron Judge;null;blocked_ball;13;R;NYY;TB
SL;30/07/2017;76.7;Aaron Judge;null;swinging_strike;14;R;NYY;TB
SL;30/07/2017;75.2;Aaron Judge;null;ball;14;R;NYY;TB
FF;30/07/2017;92.4;Aaron Judge;walk;ball;11;R;NYY;TB
FF;30/07/2017;91.6;Aaron Judge;null;ball;14;R;NYY;TB
SL;30/07/2017;83.3;Aaron Judge;null;ball;9;R;NYY;TB
SL;30/07/2017;83.1;Aaron Judge;null;ball;14;R;NYY;TB
FF;30/07/2017;91.5;Aaron Judge;field_out;hit_into_play;4;R;NYY;TB
SL;30/07/2017;83.0;Aaron Judge;null;ball;11;R;NYY;TB
SL;30/07/2017;83.8;Aaron Judge;null;ball;13;R;NYY;TB
FF;30/07/2017;91.5;Aaron Judge;null;ball;14;R;NYY;TB
SI;29/07/2017;90.6;Aaron Judge;strikeout;swinging_strike;13;R;NYY;TB
SL;29/07/2017;76.3;Aaron Judge;null;foul;9;R;NYY;TB
SL;29/07/2017;77.3;Aaron Judge;null;ball;14;R;NYY;TB
SL;29/07/2017;77.5;Aaron Judge;null;foul;8;R;NYY;TB
SL;29/07/2017;77.3;Aaron Judge;null;called_strike;8;R;NYY;TB
SL;29/07/2017;76.8;Aaron Judge;null;called_strike;5;R;NYY;TB
CU;29/07/2017;80.6;Aaron Judge;walk;ball;13;L;NYY;TB
SL;29/07/2017;84.5;Aaron Judge;null;ball;13;L;NYY;TB
SL;29/07/2017;86.2;Aaron Judge;null;called_strike;13;L;NYY;TB
CH;29/07/2017;86.1;Aaron Judge;null;ball;14;L;NYY;TB
FF;29/07/2017;93.4;Aaron Judge;null;called_strike;6;L;NYY;TB
FF;29/07/2017;95.4;Aaron Judge;null;ball;14;L;NYY;TB
FF;29/07/2017;96.6;Aaron Judge;strikeout;swinging_strike;11;L;NYY;TB
CH;29/07/2017;87.0;Aaron Judge;null;foul;9;L;NYY;TB
CH;29/07/2017;87.0;Aaron Judge;null;ball;14;L;NYY;TB
CH;29/07/2017;85.9;Aaron Judge;null;swinging_strike;9;L;NYY;TB
FF;29/07/2017;95.3;Aaron Judge;null;ball;14;L;NYY;TB
SL;29/07/2017;87.3;Aaron Judge;strikeout;swinging_strike;13;L;NYY;TB
CH;29/07/2017;87.7;Aaron Judge;null;swinging_strike;14;L;NYY;TB
FF;29/07/2017;95.2;Aaron Judge;null;ball;14;L;NYY;TB
CH;29/07/2017;86.9;Aaron Judge;null;swinging_strike;6;L;NYY;TB
FF;29/07/2017;94.8;Aaron Judge;null;ball;14;L;NYY;TB
SI;28/07/2017;89.1;Aaron Judge;field_out;hit_into_play;6;L;NYY;TB
SI;28/07/2017;88.7;Aaron Judge;null;ball;13;L;NYY;TB
SI;28/07/2017;79.4;Aaron Judge;null;ball;14;L;NYY;TB
SI;28/07/2017;87.5;Aaron Judge;null;foul;14;L;NYY;TB
SI;28/07/2017;88.4;Aaron Judge;null;ball;14;L;NYY;TB
SL;28/07/2017;87.4;Aaron Judge;field_out;hit_into_play;6;R;NYY;TB
SL;28/07/2017;88.5;Aaron Judge;null;ball;14;R;NYY;TB
SL;28/07/2017;88.7;Aaron Judge;null;ball;14;R;NYY;TB
SL;28/07/2017;88.3;Aaron Judge;null;swinging_strike;14;R;NYY;TB
FF;28/07/2017;93.4;Aaron Judge;home_run;hit_into_play_score;13;R;NYY;TB
FF;28/07/2017;92.1;Aaron Judge;null;foul;5;R;NYY;TB
SL;28/07/2017;89.0;Aaron Judge;null;foul;9;R;NYY;TB
FF;28/07/2017;93.3;Aaron Judge;null;ball;14;R;NYY;TB
SL;28/07/2017;87.9;Aaron Judge;null;foul;6;R;NYY;TB
SL;28/07/2017;89.6;Aaron Judge;strikeout;swinging_strike;14;R;NYY;TB
FF;28/07/2017;92.8;Aaron Judge;null;called_strike;7;R;NYY;TB
SL;28/07/2017;88.3;Aaron Judge;null;swinging_strike;14;R;NYY;TB
FC;27/07/2017;90.6;Aaron Judge;field_out;hit_into_play;5;R;NYY;TB
CH;27/07/2017;90.3;Aaron Judge;null;blocked_ball;14;R;NYY;TB
FC;27/07/2017;90.8;Aaron Judge;null;swinging_strike;7;R;NYY;TB
FC;27/07/2017;91.7;Aaron Judge;null;ball;14;R;NYY;TB
CH;27/07/2017;92.3;Aaron Judge;null;swinging_strike;13;R;NYY;TB
FF;27/07/2017;86.0;Aaron Judge;single;hit_into_play_no_out;14;R;NYY;TB
SL;27/07/2017;78.0;Aaron Judge;null;swinging_strike;14;R;NYY;TB
SL;27/07/2017;77.9;Aaron Judge;null;ball;14;R;NYY;TB
FF;27/07/2017;86.6;Aaron Judge;null;called_strike;14;R;NYY;TB
SL;27/07/2017;89.5;Aaron Judge;field_out;hit_into_play;7;R;NYY;TB
SL;27/07/2017;88.7;Aaron Judge;null;foul;4;R;NYY;TB
SL;27/07/2017;87.9;Aaron Judge;null;foul;2;R;NYY;TB
FF;27/07/2017;97.1;Aaron Judge;null;foul;12;R;NYY;TB
SL;27/07/2017;86.5;Aaron Judge;null;foul_tip;5;R;NYY;TB
FF;27/07/2017;96.9;Aaron Judge;null;ball;12;R;NYY;TB
SL;27/07/2017;86.8;Aaron Judge;null;called_strike;5;R;NYY;TB
SL;27/07/2017;89.1;Aaron Judge;null;ball;14;R;NYY;TB
SL;27/07/2017;90.1;Aaron Judge;null;ball;12;R;NYY;TB
SL;27/07/2017;87.2;Aaron Judge;field_out;hit_into_play;6;R;NYY;TB
FF;27/07/2017;96.6;Aaron Judge;strikeout;swinging_strike;4;R;NYY;TB
SL;27/07/2017;89.8;Aaron Judge;null;ball;14;R;NYY;TB
SL;27/07/2017;88.3;Aaron Judge;null;swinging_strike;8;R;NYY;TB
SL;27/07/2017;88.9;Aaron Judge;null;ball;14;R;NYY;TB
SL;27/07/2017;87.7;Aaron Judge;null;swinging_strike;9;R;NYY;TB
CU;25/07/2017;83.4;Aaron Judge;strikeout;called_strike;5;R;NYY;CIN
FT;25/07/2017;100.0;Aaron Judge;null;ball;14;R;NYY;CIN
FF;25/07/2017;98.9;Aaron Judge;null;foul;7;R;NYY;CIN
SL;25/07/2017;88.7;Aaron Judge;null;called_strike;5;R;NYY;CIN
FT;25/07/2017;98.7;Aaron Judge;null;ball;11;R;NYY;CIN
FT;25/07/2017;97.7;Aaron Judge;walk;ball;12;R;NYY;CIN
FF;25/07/2017;98.3;Aaron Judge;null;ball;13;R;NYY;CIN
FT;25/07/2017;98.2;Aaron Judge;null;called_strike;6;R;NYY;CIN
FF;25/07/2017;97.6;Aaron Judge;null;called_strike;9;R;NYY;CIN
FT;25/07/2017;97.2;Aaron Judge;null;ball;13;R;NYY;CIN
SL;25/07/2017;87.2;Aaron Judge;null;ball;14;R;NYY;CIN
FT;25/07/2017;95.9;Aaron Judge;single;hit_into_play_no_out;8;R;NYY;CIN
FT;25/07/2017;97.4;Aaron Judge;null;called_strike;9;R;NYY;CIN
FT;25/07/2017;97.5;Aaron Judge;null;ball;14;R;NYY;CIN
FT;25/07/2017;99.6;Aaron Judge;strikeout;foul_tip;9;R;NYY;CIN
CH;25/07/2017;86.3;Aaron Judge;null;ball;13;R;NYY;CIN
SL;25/07/2017;87.6;Aaron Judge;null;ball;14;R;NYY;CIN
FT;25/07/2017;98.5;Aaron Judge;null;foul;11;R;NYY;CIN
FF;25/07/2017;99.3;Aaron Judge;null;foul;4;R;NYY;CIN
FF;23/07/2017;94.3;Aaron Judge;strikeout;swinging_strike;6;R;SEA;NYY
FF;23/07/2017;93.6;Aaron Judge;null;foul;4;R;SEA;NYY
SL;23/07/2017;85.1;Aaron Judge;null;ball;14;R;SEA;NYY
SL;23/07/2017;84.6;Aaron Judge;null;called_strike;9;R;SEA;NYY
CU;23/07/2017;81.2;Aaron Judge;strikeout;swinging_strike;14;R;SEA;NYY
CU;23/07/2017;81.1;Aaron Judge;null;swinging_strike;14;R;SEA;NYY
FT;23/07/2017;92.8;Aaron Judge;null;ball;13;R;SEA;NYY
CH;23/07/2017;85.7;Aaron Judge;null;called_strike;8;R;SEA;NYY
FF;23/07/2017;91.9;Aaron Judge;null;ball;14;R;SEA;NYY
FF;23/07/2017;95.2;Aaron Judge;walk;ball;14;R;SEA;NYY
FT;23/07/2017;93.5;Aaron Judge;null;foul_tip;1;R;SEA;NYY
FT;23/07/2017;93.7;Aaron Judge;null;ball;14;R;SEA;NYY
CU;23/07/2017;81.0;Aaron Judge;null;ball;14;R;SEA;NYY
CU;23/07/2017;80.7;Aaron Judge;null;ball;9;R;SEA;NYY
FF;23/07/2017;94.2;Aaron Judge;field_out;hit_into_play;7;R;SEA;NYY
FT;23/07/2017;93.2;Aaron Judge;null;ball;14;R;SEA;NYY
FF;23/07/2017;92.9;Aaron Judge;null;foul;5;R;SEA;NYY
FF;23/07/2017;91.6;Aaron Judge;null;swinging_strike;9;R;SEA;NYY
CU;23/07/2017;79.9;Aaron Judge;null;ball;11;R;SEA;NYY
FT;23/07/2017;93.4;Aaron Judge;null;ball;14;R;SEA;NYY
FF;22/07/2017;95.9;Aaron Judge;strikeout;called_strike;7;R;SEA;NYY
SL;22/07/2017;80.0;Aaron Judge;null;ball;14;R;SEA;NYY
SL;22/07/2017;81.6;Aaron Judge;null;ball;14;R;SEA;NYY
SL;22/07/2017;81.9;Aaron Judge;null;ball;14;R;SEA;NYY
SL;22/07/2017;79.3;Aaron Judge;null;called_strike;7;R;SEA;NYY
FF;22/07/2017;95.6;Aaron Judge;null;called_strike;8;R;SEA;NYY
SI;22/07/2017;90.9;Aaron Judge;home_run;hit_into_play_score;5;R;SEA;NYY
SL;22/07/2017;78.4;Aaron Judge;null;ball;14;R;SEA;NYY
SL;22/07/2017;78.1;Aaron Judge;null;ball;14;R;SEA;NYY
SI;22/07/2017;89.6;Aaron Judge;null;called_strike;9;R;SEA;NYY
