pitch_type;game_date;release_speed;player_name;events;description;zone;p_throws;home_team;away_team
FF;30/09/2017;95.7;Aaron Judge;strikeout;swinging_strike;14;R;NYY;TOR
FF;30/09/2017;96.3;Aaron Judge;null;called_strike;9;R;NYY;TOR
FF;30/09/2017;95.2;Aaron Judge;null;called_strike;2;R;NYY;TOR
FT;30/09/2017;93.4;Aaron Judge;walk;ball;14;L;NYY;TOR
FT;30/09/2017;92.8;Aaron Judge;null;called_strike;14;L;NYY;TOR
CH;30/09/2017;80.8;Aaron Judge;null;ball;14;L;NYY;TOR
FC;30/09/2017;85.1;Aaron Judge;null;ball;14;L;NYY;TOR
FT;30/09/2017;93.3;Aaron Judge;null;ball;14;L;NYY;TOR
FT;30/09/2017;93.1;Aaron Judge;home_run;hit_into_play_score;4;R;NYY;TOR
FT;30/09/2017;93.4;Aaron Judge;null;ball;14;R;NYY;TOR
FT;30/09/2017;92.7;Aaron Judge;null;ball;14;R;NYY;TOR
SL;30/09/2017;87.7;Aaron Judge;strikeout;swinging_strike;9;R;NYY;TOR
FT;30/09/2017;93.1;Aaron Judge;null;foul;5;R;NYY;TOR
FF;30/09/2017;92.5;Aaron Judge;null;called_strike;7;R;NYY;TOR
FT;30/09/2017;93.1;Aaron Judge;null;blocked_ball;13;R;NYY;TOR
SL;29/09/2017;87.7;Aaron Judge;strikeout;swinging_strike;13;L;NYY;TOR
SL;29/09/2017;86.8;Aaron Judge;null;swinging_strike;13;L;NYY;TOR
FF;29/09/2017;96.5;Aaron Judge;null;ball;14;L;NYY;TOR
SL;29/09/2017;84.1;Aaron Judge;null;ball;13;L;NYY;TOR
SL;29/09/2017;86.2;Aaron Judge;null;swinging_strike;13;L;NYY;TOR
FC;29/09/2017;90.3;Aaron Judge;single;hit_into_play_score;5;R;NYY;TOR
CH;29/09/2017;85.3;Aaron Judge;null;ball;14;R;NYY;TOR
CU;29/09/2017;78.1;Aaron Judge;null;called_strike;4;R;NYY;TOR
CH;29/09/2017;85.4;Aaron Judge;null;ball;14;R;NYY;TOR
FF;29/09/2017;93.5;Aaron Judge;field_out;hit_into_play;8;R;NYY;TOR
FF;29/09/2017;93.9;Aaron Judge;null;called_strike;8;R;NYY;TOR
FF;29/09/2017;93.6;Aaron Judge;null;ball;14;R;NYY;TOR
CH;29/09/2017;85.1;Aaron Judge;null;ball;14;R;NYY;TOR
FF;29/09/2017;93.7;Aaron Judge;null;ball;14;R;NYY;TOR
FF;29/09/2017;93.6;Aaron Judge;null;called_strike;14;R;NYY;TOR
FC;29/09/2017;91.1;Aaron Judge;walk;ball;14;R;NYY;TOR
FF;29/09/2017;94.7;Aaron Judge;null;ball;14;R;NYY;TOR
FC;29/09/2017;89.8;Aaron Judge;null;swinging_strike;14;R;NYY;TOR
CH;29/09/2017;85.4;Aaron Judge;null;ball;1;R;NYY;TOR
FF;29/09/2017;94.6;Aaron Judge;null;blocked_ball;14;R;NYY;TOR
CU;28/09/2017;81.2;Aaron Judge;field_out;hit_into_play;5;R;NYY;TB
CU;28/09/2017;84.1;Aaron Judge;null;ball;14;R;NYY;TB
FF;28/09/2017;87.1;Aaron Judge;walk;ball;14;R;NYY;TB
SL;28/09/2017;77.0;Aaron Judge;null;ball;13;R;NYY;TB
SL;28/09/2017;78.1;Aaron Judge;null;ball;14;R;NYY;TB
SL;28/09/2017;75.9;Aaron Judge;null;foul;6;R;NYY;TB
SL;28/09/2017;76.4;Aaron Judge;null;ball;14;R;NYY;TB
SL;28/09/2017;76.4;Aaron Judge;null;called_strike;6;R;NYY;TB
FF;28/09/2017;94.8;Aaron Judge;strikeout;called_strike;9;R;NYY;TB
CU;28/09/2017;84.9;Aaron Judge;null;blocked_ball;14;R;NYY;TB
FF;28/09/2017;94.6;Aaron Judge;null;called_strike;9;R;NYY;TB
CU;28/09/2017;84.8;Aaron Judge;null;called_strike;8;R;NYY;TB
SL;28/09/2017;83.8;Aaron Judge;field_out;hit_into_play;5;R;NYY;TB
SL;28/09/2017;83.8;Aaron Judge;null;called_strike;3;R;NYY;TB
SL;28/09/2017;84.0;Aaron Judge;null;swinging_strike;6;R;NYY;TB
FF;28/09/2017;91.4;Aaron Judge;home_run;hit_into_play_score;5;R;NYY;TB
SL;28/09/2017;83.2;Aaron Judge;null;foul;5;R;NYY;TB
FF;28/09/2017;91.2;Aaron Judge;null;ball;12;R;NYY;TB
SL;28/09/2017;82.5;Aaron Judge;null;called_strike;9;R;NYY;TB
SL;28/09/2017;83.4;Aaron Judge;null;ball;14;R;NYY;TB
FF;27/09/2017;99.3;Aaron Judge;walk;ball;1;L;NYY;TB
FF;27/09/2017;98.9;Aaron Judge;null;blocked_ball;14;L;NYY;TB
CU;27/09/2017;87.8;Aaron Judge;null;blocked_ball;13;L;NYY;TB
FF;27/09/2017;100.6;Aaron Judge;null;ball;14;L;NYY;TB
FF;27/09/2017;99.7;Aaron Judge;null;called_strike;13;L;NYY;TB
CU;27/09/2017;81.4;Aaron Judge;double;hit_into_play_score;8;R;NYY;TB
CH;27/09/2017;86.5;Aaron Judge;null;foul;7;R;NYY;TB
CU;27/09/2017;81.9;Aaron Judge;null;blocked_ball;14;R;NYY;TB
CU;27/09/2017;83.0;Aaron Judge;null;swinging_strike;14;R;NYY;TB
CH;27/09/2017;85.5;Aaron Judge;null;swinging_strike;14;R;NYY;TB
SL;27/09/2017;85.9;Aaron Judge;null;ball;13;R;NYY;TB
CU;27/09/2017;81.7;Aaron Judge;null;ball;14;R;NYY;TB
CU;27/09/2017;81.0;Aaron Judge;walk;ball;14;R;NYY;TB
SL;27/09/2017;87.2;Aaron Judge;null;ball;11;R;NYY;TB
CH;27/09/2017;86.5;Aaron Judge;null;ball;1;R;NYY;TB
CU;27/09/2017;81.1;Aaron Judge;null;swinging_strike;9;R;NYY;TB
CU;27/09/2017;82.5;Aaron Judge;null;ball;14;R;NYY;TB
CH;27/09/2017;87.3;Aaron Judge;field_out;hit_into_play;5;R;NYY;TB
FF;27/09/2017;92.5;Aaron Judge;null;foul;5;R;NYY;TB
FF;26/09/2017;91.6;Aaron Judge;walk;ball;14;R;NYY;TB
SL;26/09/2017;87.2;Aaron Judge;null;ball;14;R;NYY;TB
SL;26/09/2017;87.2;Aaron Judge;null;ball;14;R;NYY;TB
SL;26/09/2017;87.9;Aaron Judge;null;foul;5;R;NYY;TB
SL;26/09/2017;88.1;Aaron Judge;null;ball;14;R;NYY;TB
SL;26/09/2017;75.8;Aaron Judge;field_out;hit_into_play;11;R;NYY;TB
SL;26/09/2017;76.5;Aaron Judge;null;ball;14;R;NYY;TB
SL;26/09/2017;78.1;Aaron Judge;null;called_strike;14;R;NYY;TB
FF;26/09/2017;95.4;Aaron Judge;double;hit_into_play_no_out;8;R;NYY;TB
FF;26/09/2017;95.1;Aaron Judge;null;ball;14;R;NYY;TB
SL;26/09/2017;85.3;Aaron Judge;null;foul;8;R;NYY;TB
FF;26/09/2017;96.2;Aaron Judge;null;called_strike;7;R;NYY;TB
SL;26/09/2017;84.8;Aaron Judge;null;called_strike;4;R;NYY;TB
SL;26/09/2017;86.6;Aaron Judge;null;blocked_ball;14;R;NYY;TB
FF;26/09/2017;96.2;Aaron Judge;walk;ball;3;L;NYY;TB
CH;26/09/2017;90.7;Aaron Judge;null;ball;13;L;NYY;TB
FF;26/09/2017;94.2;Aaron Judge;null;ball;12;L;NYY;TB
FF;26/09/2017;95.7;Aaron Judge;null;ball;12;L;NYY;TB
SL;26/09/2017;81.9;Aaron Judge;strikeout;swinging_strike_blocked;14;L;NYY;TB
CH;26/09/2017;89.5;Aaron Judge;null;ball;14;L;NYY;TB
FF;26/09/2017;89.1;Aaron Judge;null;swinging_strike_blocked;13;L;NYY;TB
CH;26/09/2017;90.7;Aaron Judge;null;swinging_strike;14;L;NYY;TB
FF;25/09/2017;92.1;Aaron Judge;walk;ball;14;R;NYY;KC
FF;25/09/2017;91.0;Aaron Judge;null;ball;11;R;NYY;KC
FT;25/09/2017;90.9;Aaron Judge;null;foul;8;R;NYY;KC
FF;25/09/2017;91.0;Aaron Judge;null;ball;14;R;NYY;KC
FF;25/09/2017;90.0;Aaron Judge;null;ball;3;R;NYY;KC
CH;25/09/2017;84.3;Aaron Judge;home_run;hit_into_play_score;7;R;NYY;KC
SI;25/09/2017;92.5;Aaron Judge;null;ball;11;R;NYY;KC
KC;25/09/2017;77.3;Aaron Judge;null;swinging_strike;8;R;NYY;KC
KC;25/09/2017;75.7;Aaron Judge;null;ball;14;R;NYY;KC
SL;25/09/2017;84.1;Aaron Judge;strikeout;called_strike;5;R;NYY;KC
SL;25/09/2017;84.2;Aaron Judge;null;blocked_ball;14;R;NYY;KC
SL;25/09/2017;82.9;Aaron Judge;null;swinging_strike;9;R;NYY;KC
FF;25/09/2017;92.7;Aaron Judge;null;called_strike;6;R;NYY;KC
FF;25/09/2017;93.0;Aaron Judge;home_run;hit_into_play_score;2;R;NYY;KC
SI;25/09/2017;92.6;Aaron Judge;null;called_strike;9;R;NYY;KC
FF;25/09/2017;93.6;Aaron Judge;null;ball;14;R;NYY;KC
SL;25/09/2017;80.9;Aaron Judge;null;called_strike;9;R;NYY;KC
FF;25/09/2017;91.6;Aaron Judge;null;ball;11;R;NYY;KC
SI;25/09/2017;92.7;Aaron Judge;null;ball;12;R;NYY;KC
FF;25/09/2017;92.0;Aaron Judge;field_out;hit_into_play;3;R;NYY;KC
FF;25/09/2017;91.6;Aaron Judge;null;ball;11;R;NYY;KC
SL;25/09/2017;80.2;Aaron Judge;null;blocked_ball;14;R;NYY;KC
FT;24/09/2017;96.2;Aaron Judge;strikeout;called_strike;6;R;TOR;NYY
SL;24/09/2017;85.6;Aaron Judge;null;ball;14;R;TOR;NYY
FC;24/09/2017;91.5;Aaron Judge;null;ball;14;R;TOR;NYY
FF;24/09/2017;95.1;Aaron Judge;null;swinging_strike;6;R;TOR;NYY
FF;24/09/2017;95.2;Aaron Judge;null;called_strike;6;R;TOR;NYY
SI;24/09/2017;96.5;Aaron Judge;home_run;hit_into_play_score;11;R;TOR;NYY
FT;24/09/2017;93.0;Aaron Judge;home_run;hit_into_play_score;8;R;TOR;NYY
FC;24/09/2017;88.5;Aaron Judge;null;ball;14;R;TOR;NYY
FT;24/09/2017;92.9;Aaron Judge;null;foul;5;R;TOR;NYY
FT;24/09/2017;91.9;Aaron Judge;null;swinging_strike;14;R;TOR;NYY
FT;24/09/2017;92.8;Aaron Judge;null;ball;13;R;TOR;NYY
SL;24/09/2017;86.5;Aaron Judge;null;ball;14;R;TOR;NYY
FT;24/09/2017;92.2;Aaron Judge;walk;ball;14;R;TOR;NYY
SL;24/09/2017;85.4;Aaron Judge;null;ball;14;R;TOR;NYY
FT;24/09/2017;92.8;Aaron Judge;null;blocked_ball;14;R;TOR;NYY
FF;24/09/2017;92.9;Aaron Judge;null;called_strike;14;R;TOR;NYY
FT;24/09/2017;92.4;Aaron Judge;null;ball;14;R;TOR;NYY
FF;24/09/2017;93.5;Aaron Judge;null;called_strike;5;R;TOR;NYY
SL;24/09/2017;86.8;Aaron Judge;field_out;hit_into_play;6;R;TOR;NYY
SL;24/09/2017;86.7;Aaron Judge;null;ball;14;R;TOR;NYY
FF;24/09/2017;93.3;Aaron Judge;null;called_strike;14;R;TOR;NYY
SL;24/09/2017;88.2;Aaron Judge;null;ball;14;R;TOR;NYY
FT;24/09/2017;93.5;Aaron Judge;null;foul;4;R;TOR;NYY
CU;23/09/2017;84.1;Aaron Judge;field_out;hit_into_play;8;R;TOR;NYY
FF;23/09/2017;92.6;Aaron Judge;null;ball;14;R;TOR;NYY
CH;23/09/2017;86.1;Aaron Judge;null;foul;11;R;TOR;NYY
CU;23/09/2017;81.4;Aaron Judge;null;ball;14;R;TOR;NYY
CU;23/09/2017;80.1;Aaron Judge;null;called_strike;5;R;TOR;NYY
CH;23/09/2017;81.2;Aaron Judge;strikeout;swinging_strike;14;R;TOR;NYY
FF;23/09/2017;93.6;Aaron Judge;null;foul;14;R;TOR;NYY
FF;23/09/2017;92.7;Aaron Judge;null;called_strike;9;R;TOR;NYY
SL;23/09/2017;84.6;Aaron Judge;null;ball;14;R;TOR;NYY
FF;23/09/2017;92.0;Aaron Judge;null;called_strike;9;R;TOR;NYY
FF;23/09/2017;93.7;Aaron Judge;double;hit_into_play_no_out;5;R;TOR;NYY
FF;23/09/2017;93.7;Aaron Judge;null;ball;13;R;TOR;NYY
FF;23/09/2017;94.3;Aaron Judge;null;called_strike;9;R;TOR;NYY
CU;23/09/2017;79.6;Aaron Judge;null;ball;14;R;TOR;NYY
FF;23/09/2017;94.7;Aaron Judge;strikeout;foul_tip;13;R;TOR;NYY
FF;23/09/2017;94.5;Aaron Judge;null;foul;11;R;TOR;NYY
FF;23/09/2017;93.8;Aaron Judge;null;foul;4;R;TOR;NYY
FT;22/09/2017;93.6;Aaron Judge;walk;ball;14;R;TOR;NYY
FF;22/09/2017;94.3;Aaron Judge;null;ball;1;R;TOR;NYY
KC;22/09/2017;79.8;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;94.2;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.0;Aaron Judge;double;hit_into_play_no_out;2;R;TOR;NYY
CH;22/09/2017;77.8;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.1;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.3;Aaron Judge;null;called_strike;5;R;TOR;NYY
FF;22/09/2017;90.0;Aaron Judge;walk;ball;3;R;TOR;NYY
CH;22/09/2017;76.7;Aaron Judge;null;ball;13;R;TOR;NYY
FF;22/09/2017;89.6;Aaron Judge;null;ball;14;R;TOR;NYY
FC;22/09/2017;86.7;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.1;Aaron Judge;home_run;hit_into_play_score;1;R;TOR;NYY
CH;22/09/2017;76.5;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.9;Aaron Judge;null;ball;14;R;TOR;NYY
FF;22/09/2017;89.4;Aaron Judge;null;called_strike;6;R;TOR;NYY
FF;20/09/2017;90.5;Aaron Judge;walk;ball;12;L;NYY;MIN
FF;20/09/2017;89.0;Aaron Judge;null;ball;11;L;NYY;MIN
FF;20/09/2017;90.3;Aaron Judge;null;swinging_strike;2;L;NYY;MIN
FF;20/09/2017;90.0;Aaron Judge;null;ball;3;L;NYY;MIN
FF;20/09/2017;90.0;Aaron Judge;null;ball;1;L;NYY;MIN
SL;20/09/2017;84.0;Aaron Judge;sac_fly;hit_into_play_score;8;R;NYY;MIN
SI;20/09/2017;94.4;Aaron Judge;null;called_strike;14;R;NYY;MIN
SL;20/09/2017;82.1;Aaron Judge;null;called_strike;5;R;NYY;MIN
SI;20/09/2017;95.9;Aaron Judge;null;ball;14;R;NYY;MIN
KC;20/09/2017;79.9;Aaron Judge;strikeout;called_strike;9;R;NYY;MIN
KC;20/09/2017;83.0;Aaron Judge;null;ball;14;R;NYY;MIN
KC;20/09/2017;81.1;Aaron Judge;null;ball;14;R;NYY;MIN
FT;20/09/2017;91.8;Aaron Judge;null;foul;1;R;NYY;MIN
KC;20/09/2017;80.2;Aaron Judge;null;foul;9;R;NYY;MIN
KC;20/09/2017;81.5;Aaron Judge;null;swinging_strike;9;R;NYY;MIN
FF;20/09/2017;93.1;Aaron Judge;home_run;hit_into_play_score;6;R;NYY;MIN
FF;20/09/2017;93.1;Aaron Judge;null;called_strike;6;R;NYY;MIN
FF;20/09/2017;91.9;Aaron Judge;null;foul;6;R;NYY;MIN
SL;20/09/2017;82.1;Aaron Judge;force_out;hit_into_play;14;R;NYY;MIN
FT;20/09/2017;85.2;Aaron Judge;null;called_strike;14;R;NYY;MIN
FT;20/09/2017;86.2;Aaron Judge;null;foul;1;R;NYY;MIN
SL;19/09/2017;81.0;Aaron Judge;fielders_choice_out;hit_into_play;8;R;NYY;MIN
SL;19/09/2017;78.8;Aaron Judge;null;foul;9;R;NYY;MIN
FF;19/09/2017;94.5;Aaron Judge;null;foul;1;R;NYY;MIN
SL;19/09/2017;80.9;Aaron Judge;null;ball;13;R;NYY;MIN
SL;19/09/2017;81.0;Aaron Judge;null;ball;14;R;NYY;MIN
SL;19/09/2017;82.1;Aaron Judge;null;ball;14;R;NYY;MIN
CU;19/09/2017;83.7;Aaron Judge;single;hit_into_play_no_out;9;R;NYY;MIN
FF;19/09/2017;96.4;Aaron Judge;null;foul;5;R;NYY;MIN
SL;19/09/2017;88.3;Aaron Judge;null;foul;6;R;NYY;MIN
SL;19/09/2017;88.7;Aaron Judge;null;ball;14;R;NYY;MIN
FF;19/09/2017;96.0;Aaron Judge;null;ball;14;R;NYY;MIN
CU;19/09/2017;79.9;Aaron Judge;null;called_strike;4;R;NYY;MIN
FT;19/09/2017;96.6;Aaron Judge;sac_fly;hit_into_play_score;2;R;NYY;MIN
FF;19/09/2017;95.7;Aaron Judge;null;ball;14;R;NYY;MIN
FT;19/09/2017;95.9;Aaron Judge;null;called_strike;9;R;NYY;MIN
FT;19/09/2017;94.3;Aaron Judge;null;foul;6;R;NYY;MIN
FT;19/09/2017;95.8;Aaron Judge;null;ball;14;R;NYY;MIN
CU;19/09/2017;82.9;Aaron Judge;field_out;hit_into_play;8;R;NYY;MIN
CU;19/09/2017;84.4;Aaron Judge;single;hit_into_play_no_out;14;R;NYY;MIN
FT;19/09/2017;97.1;Aaron Judge;null;called_strike;9;R;NYY;MIN
FF;19/09/2017;95.4;Aaron Judge;null;foul;8;R;NYY;MIN
SL;18/09/2017;77.0;Aaron Judge;field_out;hit_into_play;9;R;NYY;MIN
SL;18/09/2017;77.8;Aaron Judge;null;foul;6;R;NYY;MIN
SL;18/09/2017;77.8;Aaron Judge;null;ball;14;R;NYY;MIN
SL;18/09/2017;75.6;Aaron Judge;null;ball;14;R;NYY;MIN
FT;18/09/2017;85.5;Aaron Judge;null;ball;14;R;NYY;MIN
SL;18/09/2017;77.5;Aaron Judge;null;foul;13;R;NYY;MIN
SL;18/09/2017;76.0;Aaron Judge;null;swinging_strike;14;R;NYY;MIN
SL;18/09/2017;85.6;Aaron Judge;field_out;hit_into_play;6;R;NYY;MIN
SL;18/09/2017;87.1;Aaron Judge;null;foul;14;R;NYY;MIN
SL;18/09/2017;85.4;Aaron Judge;null;ball;14;R;NYY;MIN
FT;18/09/2017;93.3;Aaron Judge;null;ball;3;R;NYY;MIN
SL;18/09/2017;85.9;Aaron Judge;null;ball;14;R;NYY;MIN
SL;18/09/2017;84.1;Aaron Judge;null;swinging_strike;14;R;NYY;MIN
SL;18/09/2017;85.8;Aaron Judge;strikeout;swinging_strike;14;R;NYY;MIN
SL;18/09/2017;84.7;Aaron Judge;null;called_strike;5;R;NYY;MIN
SL;18/09/2017;84.3;Aaron Judge;null;ball;14;R;NYY;MIN
SL;18/09/2017;83.2;Aaron Judge;null;swinging_strike;14;R;NYY;MIN
FF;18/09/2017;94.1;Aaron Judge;home_run;hit_into_play_score;5;R;NYY;MIN
SL;18/09/2017;84.7;Aaron Judge;null;ball;14;R;NYY;MIN
FF;18/09/2017;94.8;Aaron Judge;null;foul;3;R;NYY;MIN
FF;18/09/2017;95.3;Aaron Judge;null;ball;14;R;NYY;MIN
FF;17/09/2017;95.8;Aaron Judge;double;hit_into_play_no_out;5;R;NYY;BAL
SL;17/09/2017;85.5;Aaron Judge;null;ball;14;R;NYY;BAL
FF;17/09/2017;95.6;Aaron Judge;null;ball;14;R;NYY;BAL
SL;17/09/2017;86.0;Aaron Judge;null;ball;14;R;NYY;BAL
SL;17/09/2017;85.3;Aaron Judge;null;swinging_strike;14;R;NYY;BAL
SL;17/09/2017;85.6;Aaron Judge;null;called_strike;5;R;NYY;BAL
FF;17/09/2017;94.6;Aaron Judge;field_out;hit_into_play;1;R;NYY;BAL
FS;17/09/2017;85.9;Aaron Judge;field_out;hit_into_play;9;R;NYY;BAL
FS;17/09/2017;84.2;Aaron Judge;null;blocked_ball;14;R;NYY;BAL
FT;17/09/2017;91.5;Aaron Judge;null;called_strike;6;R;NYY;BAL
FS;17/09/2017;85.5;Aaron Judge;null;ball;14;R;NYY;BAL
SL;17/09/2017;82.2;Aaron Judge;null;called_strike;9;R;NYY;BAL
FT;17/09/2017;91.0;Aaron Judge;null;ball;14;R;NYY;BAL
SL;17/09/2017;84.4;Aaron Judge;strikeout;swinging_strike;13;R;NYY;BAL
FS;17/09/2017;83.5;Aaron Judge;null;ball;14;R;NYY;BAL
FF;17/09/2017;93.0;Aaron Judge;null;foul;2;R;NYY;BAL
SL;17/09/2017;82.6;Aaron Judge;null;ball;14;R;NYY;BAL
SL;17/09/2017;85.7;Aaron Judge;null;ball;14;R;NYY;BAL
FF;17/09/2017;91.9;Aaron Judge;null;foul;1;R;NYY;BAL
SL;17/09/2017;80.6;Aaron Judge;null;foul;9;R;NYY;BAL
SL;17/09/2017;81.9;Aaron Judge;null;swinging_strike;6;R;NYY;BAL
SL;16/09/2017;80.0;Aaron Judge;grounded_into_double_play;hit_into_play;9;R;NYY;BAL
SL;16/09/2017;83.2;Aaron Judge;null;ball;14;R;NYY;BAL
SL;16/09/2017;83.9;Aaron Judge;null;ball;14;R;NYY;BAL
FT;16/09/2017;91.2;Aaron Judge;strikeout;swinging_strike;13;R;NYY;BAL
KC;16/09/2017;77.5;Aaron Judge;null;foul;13;R;NYY;BAL
SL;16/09/2017;82.2;Aaron Judge;null;ball;14;R;NYY;BAL
SL;16/09/2017;84.3;Aaron Judge;null;swinging_strike;9;R;NYY;BAL
CH;16/09/2017;79.9;Aaron Judge;null;called_strike;5;R;NYY;BAL
FF;16/09/2017;87.3;Aaron Judge;walk;ball;14;R;NYY;BAL
SL;16/09/2017;87.5;Aaron Judge;null;ball;14;R;NYY;BAL
KC;16/09/2017;78.4;Aaron Judge;null;blocked_ball;14;R;NYY;BAL
SL;16/09/2017;88.3;Aaron Judge;null;ball;14;R;NYY;BAL
CH;16/09/2017;82.1;Aaron Judge;walk;blocked_ball;14;R;NYY;BAL
CH;16/09/2017;82.5;Aaron Judge;null;swinging_strike;8;R;NYY;BAL
SL;16/09/2017;86.1;Aaron Judge;null;called_strike;6;R;NYY;BAL
CH;16/09/2017;80.5;Aaron Judge;null;ball;14;R;NYY;BAL
CH;16/09/2017;80.2;Aaron Judge;null;ball;2;R;NYY;BAL
CH;16/09/2017;79.9;Aaron Judge;null;ball;14;R;NYY;BAL
FF;15/09/2017;96.1;Aaron Judge;walk;ball;14;R;NYY;BAL
FF;15/09/2017;95.8;Aaron Judge;null;ball;14;R;NYY;BAL
FF;15/09/2017;94.1;Aaron Judge;null;called_strike;6;R;NYY;BAL
FF;15/09/2017;94.8;Aaron Judge;null;ball;14;R;NYY;BAL
FF;15/09/2017;94.4;Aaron Judge;null;ball;13;R;NYY;BAL
SL;15/09/2017;84.5;Aaron Judge;walk;ball;11;R;NYY;BAL
SL;15/09/2017;85.2;Aaron Judge;null;ball;14;R;NYY;BAL
SL;15/09/2017;85.9;Aaron Judge;null;swinging_strike;14;R;NYY;BAL
FF;15/09/2017;96.0;Aaron Judge;null;ball;14;R;NYY;BAL
SL;15/09/2017;85.0;Aaron Judge;null;ball;14;R;NYY;BAL
SL;15/09/2017;87.4;Aaron Judge;strikeout;swinging_strike;14;R;NYY;BAL
SL;15/09/2017;87.1;Aaron Judge;null;called_strike;14;R;NYY;BAL
SL;15/09/2017;86.7;Aaron Judge;null;swinging_strike;14;R;NYY;BAL
FT;15/09/2017;95.5;Aaron Judge;null;ball;13;R;NYY;BAL
SL;15/09/2017;87.2;Aaron Judge;strikeout;swinging_strike;9;R;NYY;BAL
SL;15/09/2017;87.4;Aaron Judge;null;ball;14;R;NYY;BAL
SL;15/09/2017;87.2;Aaron Judge;null;ball;14;R;NYY;BAL
SL;15/09/2017;86.8;Aaron Judge;null;called_strike;9;R;NYY;BAL
SL;15/09/2017;86.5;Aaron Judge;null;called_strike;14;R;NYY;BAL
FF;14/09/2017;93.4;Aaron Judge;home_run;hit_into_play_score;5;R;NYY;BAL
FF;14/09/2017;96.7;Aaron Judge;home_run;hit_into_play_score;5;R;NYY;BAL
SL;14/09/2017;89.4;Aaron Judge;null;swinging_strike;7;R;NYY;BAL
SL;14/09/2017;86.4;Aaron Judge;null;ball;14;R;NYY;BAL
FF;14/09/2017;96.0;Aaron Judge;null;blocked_ball;14;R;NYY;BAL
FF;14/09/2017;97.3;Aaron Judge;field_error;hit_into_play_no_out;4;R;NYY;BAL
SL;14/09/2017;89.8;Aaron Judge;null;foul;9;R;NYY;BAL
SL;14/09/2017;84.3;Aaron Judge;null;called_strike;14;R;NYY;BAL
SL;14/09/2017;84.2;Aaron Judge;null;ball;14;R;NYY;BAL
FF;14/09/2017;94.6;Aaron Judge;null;called_strike;6;R;NYY;BAL
FF;14/09/2017;88.8;Aaron Judge;single;hit_into_play_no_out;13;L;NYY;BAL
FF;12/09/2017;97.3;Aaron Judge;strikeout;called_strike;8;R;TB;NYY
FF;12/09/2017;97.6;Aaron Judge;null;foul;3;R;TB;NYY
FC;12/09/2017;94.5;Aaron Judge;null;swinging_strike;6;R;TB;NYY
FF;12/09/2017;94.2;Aaron Judge;null;ball;14;R;TB;NYY
CU;12/09/2017;85.7;Aaron Judge;null;swinging_strike;6;R;TB;NYY
FT;12/09/2017;91.1;Aaron Judge;strikeout;called_strike;9;R;TB;NYY
SL;12/09/2017;77.4;Aaron Judge;null;foul;8;R;TB;NYY
SL;12/09/2017;75.6;Aaron Judge;null;ball;13;R;TB;NYY
SL;12/09/2017;76.3;Aaron Judge;null;called_strike;9;R;TB;NYY
SL;12/09/2017;77.3;Aaron Judge;null;ball;8;R;TB;NYY
FT;12/09/2017;90.7;Aaron Judge;null;foul;13;R;TB;NYY
CU;12/09/2017;80.7;Aaron Judge;strikeout;swinging_strike_blocked;13;L;TB;NYY
CH;12/09/2017;88.6;Aaron Judge;null;ball;14;L;TB;NYY
FF;12/09/2017;95.9;Aaron Judge;null;foul;4;L;TB;NYY
CH;12/09/2017;87.4;Aaron Judge;null;swinging_strike;9;L;TB;NYY
CU;12/09/2017;79.9;Aaron Judge;null;ball;13;L;TB;NYY
FF;12/09/2017;94.9;Aaron Judge;null;foul;9;L;TB;NYY
SL;12/09/2017;89.1;Aaron Judge;null;ball;13;L;TB;NYY
CH;12/09/2017;88.8;Aaron Judge;walk;ball;13;L;TB;NYY
FF;12/09/2017;95.4;Aaron Judge;null;called_strike;6;L;TB;NYY
FF;12/09/2017;95.3;Aaron Judge;null;ball;14;L;TB;NYY
CH;12/09/2017;88.5;Aaron Judge;null;ball;14;L;TB;NYY
CH;12/09/2017;88.5;Aaron Judge;null;ball;14;L;TB;NYY
SL;11/09/2017;78.5;Aaron Judge;field_out;hit_into_play;4;R;TB;NYY
SL;11/09/2017;77.2;Aaron Judge;null;ball;14;R;TB;NYY
SL;11/09/2017;77.8;Aaron Judge;null;ball;14;R;TB;NYY
FF;11/09/2017;86.3;Aaron Judge;null;foul;2;R;TB;NYY
SL;11/09/2017;77.6;Aaron Judge;null;ball;14;R;TB;NYY
FF;11/09/2017;99.6;Aaron Judge;walk;ball;14;R;TB;NYY
SL;11/09/2017;90.5;Aaron Judge;null;ball;14;R;TB;NYY
FF;11/09/2017;98.7;Aaron Judge;null;called_strike;9;R;TB;NYY
FF;11/09/2017;98.9;Aaron Judge;null;ball;9;R;TB;NYY
FF;11/09/2017;98.6;Aaron Judge;null;ball;14;R;TB;NYY
CU;11/09/2017;82.7;Aaron Judge;strikeout;swinging_strike;14;R;TB;NYY
CU;11/09/2017;80.8;Aaron Judge;null;ball;14;R;TB;NYY
CU;11/09/2017;83.4;Aaron Judge;null;ball;12;R;TB;NYY
